[171, 140, 50, 1, 1, 1, '172', '', '']
[171, 50, 1100, 3, 100, 0, 'N', '', '']
[171, 50, 1150, 3, 101, 0, 'N', '', '']
[171, 50, 1200, 3, 102, 0, 'N', '', '']
[171, 150, 1200, 3, 103, 0, 'N', '', '']
[171, 250, 1200, 3, 104, 0, 'N', '', '']
[171, 350, 1200, 3, 105, 0, 'N', '', '']
[171, 450, 1200, 3, 106, 0, 'N', '', '']
[171, 450, 1150, 3, 107, 0, 'N', '', '']
[171, 450, 1100, 3, 108, 0, 'N', '', '']
[171, 450, 1050, 3, 109, 0, 'N', '', '']
[171, 450, 1000, 3, 110, 0, 'N', '', '']
[171, 450, 950, 3, 111, 0, 'N', '', '']
[171, 0, 1150, 3, 112, 3, '教二楼311', '', '']
[171, 100, 1150, 3, 113, 3, '教二楼310', '', '']
[171, 150, 1150, 3, 114, 3, '教二楼312', '', '']
[171, 250, 1150, 3, 115, 3, '教二楼313', '', '']
[171, 350, 1150, 3, 116, 3, '教二楼314', '', '']
[171, 100, 1100, 3, 117, 3, '教二楼308', '', '']
[171, 0, 1100, 3, 118, 3, '教二楼309', '', '']
[171, 100, 1050, 3, 119, 3, '教二楼306', '', '']
[171, 0, 1050, 3, 120, 3, '教二楼307', '', '']
[171, 100, 1000, 3, 121, 3, '教二楼304', '', '']
[171, 0, 1000, 3, 122, 3, '教二楼305', '', '']
[171, 100, 950, 3, 123, 3, '教二楼302', '', '']
[171, 0, 950, 3, 124, 3, '教二楼303', '', '']
[171, 500, 950, 3, 125, 3, '教二楼323', '', '']
[171, 400, 950, 3, 126, 3, '教二楼324', '', '']
[171, 500, 1000, 3, 127, 3, '教二楼321', '', '']
[171, 400, 1000, 3, 128, 3, '教二楼322', '', '']
[171, 500, 1050, 3, 129, 3, '教二楼319', '', '']
[171, 400, 1050, 3, 130, 3, '教二楼320', '', '']
[171, 400, 1100, 3, 131, 3, '教二楼318', '', '']
[171, 500, 1100, 3, 132, 3, '教二楼317', '', '']
[171, 500, 1150, 3, 133, 3, '教二楼315', '', '']
[171, 400, 1150, 3, 134, 3, '教二楼316', '', '']
[171, 150, 950, 3, 135, 3, '教二楼301', '', '']
[171, 350, 950, 3, 136, 3, '教二楼325', '', '']
[171, 50, 220, 1, 137, 0, 'N', '', '']
[171, 0, 220, 1, 138, 1, '174', '', '']
