[167, 140, 50, 1, 1, 1, '168', '', '']
[167, 200, 350, 1, 47, 3, '西土城教二楼114', '', '']
[167, 250, 350, 1, 48, 3, '西土城教二楼115', '', '']
[167, 300, 350, 1, 49, 3, '西土城教二楼116', '', '']
[167, 500, 350, 1, 50, 3, '西土城教二楼117', '', '']
[167, 350, 500, 2, 51, 0, 'N', '', '']
[167, 450, 500, 2, 52, 0, 'N', '', '']
[167, 50, 550, 2, 53, 0, 'N', '', '']
[167, 50, 600, 2, 54, 0, 'N', '', '']
[167, 50, 650, 2, 55, 0, 'N', '', '']
[167, 50, 700, 2, 56, 0, 'N', '', '']
[167, 50, 750, 2, 57, 0, 'N', '', '']
[167, 50, 800, 2, 58, 0, 'N', '', '']
[167, 450, 800, 2, 59, 0, 'N', '', '']
[167, 450, 750, 2, 60, 0, 'N', '', '']
[167, 450, 700, 2, 61, 0, 'N', '', '']
[167, 450, 650, 2, 62, 0, 'N', '', '']
[167, 450, 600, 2, 63, 0, 'N', '', '']
[167, 450, 550, 2, 64, 0, 'N', '', '']
[167, 100, 750, 2, 65, 3, '西土城教二楼210', '2019211301班-操作系统-周四1点', '2019211302班-操作系统-周四1点']
[167, 0, 750, 2, 66, 3, '西土城教二楼211', '2019211301班-编译原理与技术-周五4点', '2019211302班-编译原理与技术-周五4点']
[167, 100, 700, 2, 67, 3, '西土城教二楼208', '', '']
[167, 0, 700, 2, 68, 3, '西土城教二楼209', '', '']
[167, 100, 650, 2, 69, 3, '西土城教二楼206', '', '']
[167, 0, 650, 2, 70, 3, '西土城教二楼207', '', '']
[167, 0, 600, 2, 71, 3, '西土城教二楼205', '', '']
[167, 100, 550, 2, 72, 3, '西土城教二楼202', '', '']
[167, 100, 600, 2, 73, 3, '西土城教二楼204', '', '']
[167, 0, 550, 2, 74, 3, '西土城教二楼203', '', '']
[167, 500, 750, 2, 75, 3, '西土城教二楼215', '', '']
[167, 400, 750, 2, 76, 3, '西土城教二楼216', '', '']
[167, 500, 700, 2, 77, 3, '西土城教二楼217', '', '']
[167, 400, 700, 2, 78, 3, '西土城教二楼218', '', '']
[167, 500, 650, 2, 79, 3, '西土城教二楼219', '', '']
[167, 400, 650, 2, 80, 3, '西土城教二楼220', '', '']
[167, 500, 600, 2, 81, 3, '西土城教二楼221', '', '']
[167, 400, 600, 2, 82, 3, '西土城教二楼222', '', '']
[167, 500, 550, 2, 83, 3, '西土城教二楼223', '', '']
[167, 400, 550, 2, 84, 3, '西土城教二楼224', '', '']
[167, 150, 800, 2, 85, 0, 'N', '', '']
[167, 250, 800, 2, 86, 0, 'N', '', '']
[167, 350, 800, 2, 87, 0, 'N', '', '']
[167, 150, 550, 2, 88, 3, '西土城教二楼201', '', '']
[167, 350, 550, 2, 89, 3, '西土城教二楼225', '', '']
[167, 150, 750, 2, 90, 3, '西土城教二楼212', '', '']
[167, 250, 750, 2, 91, 3, '西土城教二楼213', '', '']
[167, 350, 750, 2, 92, 3, '西土城教二楼214', '', '']
[167, 50, 900, 3, 93, 0, 'N', '', '']
[167, 150, 900, 3, 94, 0, 'N', '', '']
[167, 350, 900, 3, 95, 0, 'N', '', '']
[167, 450, 900, 3, 96, 0, 'N', '', '']
[167, 50, 950, 3, 97, 0, 'N', '', '']
[167, 50, 1000, 3, 98, 0, 'N', '', '']
[167, 50, 1050, 3, 99, 0, 'N', '', '']
[167, 50, 1100, 3, 100, 0, 'N', '', '']
[167, 50, 1150, 3, 101, 0, 'N', '', '']
[167, 50, 1200, 3, 102, 0, 'N', '', '']
[167, 150, 1200, 3, 103, 0, 'N', '', '']
[167, 250, 1200, 3, 104, 0, 'N', '', '']
[167, 350, 1200, 3, 105, 0, 'N', '', '']
[167, 450, 1200, 3, 106, 0, 'N', '', '']
[167, 450, 1150, 3, 107, 0, 'N', '', '']
[167, 450, 1100, 3, 108, 0, 'N', '', '']
[167, 450, 1050, 3, 109, 0, 'N', '', '']
[167, 450, 1000, 3, 110, 0, 'N', '', '']
[167, 450, 950, 3, 111, 0, 'N', '', '']
[167, 0, 1150, 3, 112, 3, '西土城教二楼311', '', '']
[167, 100, 1150, 3, 113, 3, '西土城教二楼310', '', '']
[167, 150, 1150, 3, 114, 3, '西土城教二楼312', '', '']
[167, 250, 1150, 3, 115, 3, '西土城教二楼313', '', '']
[167, 350, 1150, 3, 116, 3, '西土城教二楼314', '', '']
[167, 100, 1100, 3, 117, 3, '西土城教二楼308', '', '']
[167, 0, 1100, 3, 118, 3, '西土城教二楼309', '', '']
[167, 100, 1050, 3, 119, 3, '西土城教二楼306', '', '']
[167, 0, 1050, 3, 120, 3, '西土城教二楼307', '', '']
[167, 100, 1000, 3, 121, 3, '西土城教二楼304', '', '']
[167, 0, 1000, 3, 122, 3, '西土城教二楼305', '', '']
[167, 100, 950, 3, 123, 3, '西土城教二楼302', '', '']
[167, 0, 950, 3, 124, 3, '西土城教二楼303', '', '']
[167, 500, 950, 3, 125, 3, '西土城教二楼323', '', '']
[167, 400, 950, 3, 126, 3, '西土城教二楼324', '', '']
[167, 500, 1000, 3, 127, 3, '西土城教二楼321', '', '']
[167, 400, 1000, 3, 128, 3, '西土城教二楼322', '', '']
[167, 500, 1050, 3, 129, 3, '西土城教二楼319', '', '']
[167, 400, 1050, 3, 130, 3, '西土城教二楼320', '', '']
[167, 400, 1100, 3, 131, 3, '西土城教二楼318', '', '']
[167, 500, 1100, 3, 132, 3, '西土城教二楼317', '', '']
[167, 500, 1150, 3, 133, 3, '西土城教二楼315', '', '']
[167, 400, 1150, 3, 134, 3, '西土城教二楼316', '', '']
[167, 150, 950, 3, 135, 3, '西土城教二楼301', '', '']
[167, 350, 950, 3, 136, 3, '西土城教二楼325', '', '']
[167, 50, 220, 1, 137, 0, 'N', '', '']
[167, 0, 220, 1, 138, 1, '170', '', '']
