[71, 140, 50, 1, 1, 1, '73', '', '']
[71, 450, 700, 2, 61, 0, 'N', '', '']
[71, 450, 650, 2, 62, 0, 'N', '', '']
[71, 450, 600, 2, 63, 0, 'N', '', '']
[71, 450, 550, 2, 64, 0, 'N', '', '']
[71, 100, 750, 2, 65, 3, '实验楼210', '', '']
[71, 0, 750, 2, 66, 3, '实验楼211', '', '']
[71, 100, 700, 2, 67, 3, '实验楼208', '', '']
[71, 0, 700, 2, 68, 3, '实验楼209', '', '']
[71, 100, 650, 2, 69, 3, '实验楼206', '2019211301班-数字逻辑实验-周一8点', '2019211302班-数字逻辑实验-周一8点']
[71, 0, 650, 2, 70, 3, '实验楼207', '', '']
[71, 0, 600, 2, 71, 3, '实验楼205', '', '']
[71, 100, 550, 2, 72, 3, '实验楼202', '', '']
[71, 100, 600, 2, 73, 3, '实验楼204', '', '']
[71, 0, 550, 2, 74, 3, '实验楼203', '', '']
[71, 500, 750, 2, 75, 3, '实验楼215', '', '']
[71, 400, 750, 2, 76, 3, '实验楼216', '', '']
[71, 500, 700, 2, 77, 3, '实验楼217', '', '']
[71, 400, 700, 2, 78, 3, '实验楼218', '', '']
[71, 500, 650, 2, 79, 3, '实验楼219', '', '']
[71, 400, 650, 2, 80, 3, '实验楼220', '', '']
[71, 500, 600, 2, 81, 3, '实验楼221', '', '']
[71, 400, 600, 2, 82, 3, '实验楼222', '', '']
[71, 500, 550, 2, 83, 3, '实验楼223', '', '']
[71, 400, 550, 2, 84, 3, '实验楼224', '', '']
[71, 150, 800, 2, 85, 0, 'N', '', '']
[71, 250, 800, 2, 86, 0, 'N', '', '']
[71, 350, 800, 2, 87, 0, 'N', '', '']
[71, 150, 550, 2, 88, 3, '实验楼201', '', '']
[71, 350, 550, 2, 89, 3, '实验楼225', '', '']
[71, 150, 750, 2, 90, 3, '实验楼212', '', '']
[71, 250, 750, 2, 91, 3, '实验楼213', '', '']
[71, 350, 750, 2, 92, 3, '实验楼214', '', '']
[71, 50, 900, 3, 93, 0, 'N', '', '']
[71, 150, 900, 3, 94, 0, 'N', '', '']
[71, 350, 900, 3, 95, 0, 'N', '', '']
[71, 450, 900, 3, 96, 0, 'N', '', '']
[71, 50, 950, 3, 97, 0, 'N', '', '']
[71, 50, 1000, 3, 98, 0, 'N', '', '']
[71, 50, 1050, 3, 99, 0, 'N', '', '']
[71, 50, 1100, 3, 100, 0, 'N', '', '']
[71, 50, 1150, 3, 101, 0, 'N', '', '']
[71, 50, 1200, 3, 102, 0, 'N', '', '']
[71, 150, 1200, 3, 103, 0, 'N', '', '']
[71, 250, 1200, 3, 104, 0, 'N', '', '']
[71, 350, 1200, 3, 105, 0, 'N', '', '']
[71, 450, 1200, 3, 106, 0, 'N', '', '']
[71, 450, 1150, 3, 107, 0, 'N', '', '']
[71, 450, 1100, 3, 108, 0, 'N', '', '']
[71, 450, 1050, 3, 109, 0, 'N', '', '']
[71, 450, 1000, 3, 110, 0, 'N', '', '']
[71, 450, 950, 3, 111, 0, 'N', '', '']
[71, 0, 1150, 3, 112, 3, '实验楼311', '', '']
[71, 100, 1150, 3, 113, 3, '实验楼310', '', '']
[71, 150, 1150, 3, 114, 3, '实验楼312', '', '']
[71, 250, 1150, 3, 115, 3, '实验楼313', '', '']
[71, 350, 1150, 3, 116, 3, '实验楼314', '', '']
[71, 100, 1100, 3, 117, 3, '实验楼308', '2019211301班-计算机组成原理实验-周一10点', '2019211302班-计算机组成原理实验-周一10点']
[71, 0, 1100, 3, 118, 3, '实验楼309', '', '']
[71, 100, 1050, 3, 119, 3, '实验楼306', '', '']
[71, 0, 1050, 3, 120, 3, '实验楼307', '', '']
[71, 100, 1000, 3, 121, 3, '实验楼304', '', '']
[71, 0, 1000, 3, 122, 3, '实验楼305', '', '']
[71, 100, 950, 3, 123, 3, '实验楼302', '', '']
[71, 0, 950, 3, 124, 3, '实验楼303', '', '']
[71, 500, 950, 3, 125, 3, '实验楼323', '', '']
[71, 400, 950, 3, 126, 3, '实验楼324', '', '']
[71, 500, 1000, 3, 127, 3, '实验楼321', '', '']
[71, 400, 1000, 3, 128, 3, '实验楼322', '', '']
[71, 500, 1050, 3, 129, 3, '实验楼319', '', '']
[71, 400, 1050, 3, 130, 3, '实验楼320', '', '']
[71, 400, 1100, 3, 131, 3, '实验楼318', '', '']
[71, 500, 1100, 3, 132, 3, '实验楼317', '', '']
[71, 500, 1150, 3, 133, 3, '实验楼315', '', '']
[71, 400, 1150, 3, 134, 3, '实验楼316', '', '']
[71, 150, 950, 3, 135, 3, '实验楼301', '', '']
[71, 350, 950, 3, 136, 3, '实验楼325', '', '']
[71, 50, 220, 1, 137, 0, 'N', '', '']
[71, 0, 220, 1, 138, 1, '72', '', '']
